inn,year,revenue
3126010161,2023,16281.0
3126010161,2022,16615.0
7723704474,2022,1052009.0
7723704474,2021,577605.0
7723704474,2024,3343244.0
7723704474,2023,3445214.0
7723704474,2025,1760748.0
9723015252,2025,256761.0
9723015252,2024,376938.0
9723015252,2023,789751.0
9723015252,2021,552059.0
9723015252,2022,397174.0
7708301657,2023,176681.0
7708301657,2022,501333.0
7708301657,2021,227868.0
7708301657,2024,27344.0
7708301657,2025,10195.0
6620015311,2024,21480.0
6620015311,2022,23845.0
6620015311,2021,7573.0
6620015311,2025,25251.0
6620015311,2023,20536.0
7806228860,2024,522750.0
7806228860,2022,105008.0
7806228860,2023,306777.0
7806228860,2021,191204.0
7806228860,2025,524730.0
7203256184,2023,148446.0
7203256184,2025,14299.0
7203256184,2021,644531.0
7203256184,2024,224163.0
7203256184,2022,307992.0
6167052448,2022,129132.0
6167052448,2021,143374.0
6167052448,2024,144290.0
6167052448,2025,10737.0
6167052448,2023,131119.0
9710028102,2021,18813.0
6501299181,2021,31435.0
6501299181,2023,95121.0
6501299181,2024,91541.0
6501299181,2022,81951.0
6501299181,2025,91669.0
6679075286,2025,65191.0
6679075286,2021,392093.0
6679075286,2024,157203.0
6679075286,2022,297720.0
6679075286,2023,255527.0
7804627860,2025,189167.0
7804627860,2023,326250.0
7804627860,2021,289140.0
7804627860,2022,123458.0
7804627860,2024,311270.0
5505208095,2022,818477.0
5505208095,2023,580830.0
5505208095,2021,571246.0
5505208095,2024,90094.0
5505208095,2025,57166.0
1658087370,2025,181586.0
1658087370,2021,101777.0
1658087370,2022,40113.0
1658087370,2024,47509.0
1658087370,2023,335421.0
3651009464,2025,36404.0
3651009464,2021,27907.0
3651009464,2023,30189.0
3651009464,2022,27805.0
3651009464,2024,31950.0
3460064471,2023,91306.0
3460064471,2025,267095.0
3460064471,2021,127196.0
3460064471,2024,146359.0
3460064471,2022,118065.0
4013004634,2024,0.0
4013004634,2022,152118.0
4013004634,2023,13053.0
4013004634,2021,311669.0
4205286090,2025,854.0
4205286090,2022,71015.0
4205286090,2021,104377.0
4205286090,2023,146484.0
4205286090,2024,250406.0
2234010745,2025,235121.0
2234010745,2022,197091.0
2234010745,2023,237765.0
2234010745,2021,205091.0
2234010745,2024,207683.0
3661179063,2025,47679.0
3661179063,2024,144495.0
3661179063,2023,169259.0
3661179063,2022,94472.0
6501272341,2023,1914979.0
6501272341,2022,1407631.0
6501272341,2024,1452199.0
6501272341,2021,529020.0
6501272341,2025,1171681.0
7804679515,2022,119292.0
7804679515,2021,102964.0
7804679515,2023,194989.0
7804679515,2025,150057.0
7804679515,2024,113500.0
1840101380,2022,684786.0
1840101380,2023,783374.0
1840101380,2021,377578.0
1840101380,2024,800546.0
2309157723,2022,215140.0
2309157723,2024,
2309157723,2021,646809.0
276111477,2022,141243.0
276111477,2021,189616.0
276111477,2025,207392.0
276111477,2023,144290.0
276111477,2024,439910.0
9102249057,2025,25447.0
9102249057,2024,12478.0
9102249057,2022,12146.0
9102249057,2021,24204.0
9102249057,2023,12146.0
9717013320,2023,99.0
9717013320,2024,0.0
9717013320,2022,1918.0
9717013320,2021,449.0
7714450914,2025,3220.0
7714450914,2024,99118.0
7714450914,2023,238420.0
7714450914,2021,227198.0
7714450914,2022,232090.0
7706632910,2023,115450.0
7706632910,2024,8988.0
7706632910,2021,204187.0
7706632910,2022,175809.0
1435212958,2023,377923.0
1435212958,2025,544357.0
1435212958,2024,425682.0
1435212958,2022,358419.0
1435212958,2021,240759.0
4007020275,2021,54702.0
4007020275,2024,34261.0
4007020275,2023,25456.0
4007020275,2025,23423.0
4007020275,2022,65374.0
6450105798,2021,45277.0
6450105798,2023,18414.0
6450105798,2024,29372.0
6450105798,2025,23024.0
6450105798,2022,11790.0
5028022236,2024,610748.0
5028022236,2025,488578.0
5028022236,2021,110107.0
5028022236,2023,337990.0
5028022236,2022,266852.0
1655409117,2021,243253.0
1655409117,2025,154245.0
1655409117,2024,237358.0
1655409117,2022,403892.0
1655409117,2023,271775.0
7107119308,2021,1332875.0
7107119308,2025,1002689.0
7107119308,2023,1427978.0
7107119308,2022,1344738.0
7107119308,2024,1056294.0
5720023931,2025,27252.0
5720023931,2023,100090.0
5720023931,2024,7542.0
5720023931,2021,152753.0
5720023931,2022,172748.0
7720328905,2025,547409.0
7720328905,2021,139317.0
7720328905,2024,495070.0
7720328905,2022,342609.0
7720328905,2023,238129.0
7733759144,2021,505193.0
7733759144,2024,2817.0
7733759144,2025,0.0
7733759144,2023,19976.0
7733759144,2022,33008.0
2315212620,2021,169376.0
2315212620,2025,586245.0
2315212620,2023,299257.0
2315212620,2022,374755.0
2315212620,2024,364194.0
6317077194,2025,56819.0
6317077194,2024,54729.0
6317077194,2023,56270.0
6317077194,2022,57269.0
6317077194,2021,43442.0
7814494383,2021,363910.0
7814494383,2022,396338.0
7814494383,2025,599197.0
7814494383,2023,552028.0
7814494383,2024,1347729.0
5835089167,2021,340932.0
5835089167,2022,687961.0
5835089167,2023,1012577.0
5835089167,2024,2492870.0
5835089167,2025,3237734.0
7714955256,2021,17037.0
7714955256,2023,0.0
7714955256,2022,1708.0
7733879970,2021,28526.0
7722404083,2021,65110.0
7722404083,2022,67069.0
7722404083,2023,8376.0
7705454197,2021,6489.0
7705454197,2024,18326.0
7705454197,2023,13096.0
7705454197,2022,8039.0
7707832415,2021,195947.0
7707832415,2022,23248.0
7727792182,2021,21610.0
7727792182,2023,36333.0
7727792182,2025,91353.0
7727792182,2022,42518.0
7727792182,2024,43053.0
7724426124,2023,164527.0
7724426124,2025,18548.0
7724426124,2022,320963.0
7724426124,2021,114242.0
7724426124,2024,20104.0
9705116547,2021,49355.0
9705116547,2022,15646.0
9705116547,2023,58.0
7723396269,2025,71741.0
7723396269,2021,50749.0
7723396269,2023,65605.0
7723396269,2022,65294.0
7723396269,2024,57332.0
1516617381,2025,821860.0
1516617381,2023,307786.0
1516617381,2024,160587.0
1516617381,2022,215740.0
1516617381,2021,318737.0
5038156359,2023,30250.0
5038156359,2021,25823.0
5038156359,2022,41408.0
5038156359,2025,37000.0
5038156359,2024,31250.0
7751158308,2025,
7751158308,2024,
7751158308,2021,10270.0
7751158308,2023,
7751158308,2022,0.0
7720811397,2022,85739.0
7720811397,2025,30279.0
7720811397,2024,50587.0
7720811397,2021,27683.0
7720811397,2023,58239.0
9715415698,2024,691840.0
9715415698,2022,325101.0
9715415698,2025,1092748.0
9715415698,2023,614879.0
7722347413,2025,39295.0
7722347413,2022,111407.0
7722347413,2021,210149.0
7722347413,2024,63039.0
7722347413,2023,240843.0
7704851378,2024,12774.0
7704851378,2022,23827.0
7704851378,2023,68158.0
7704851378,2025,15671.0
7704851378,2021,42770.0
9723039366,2024,69830.0
9723039366,2021,28587.0
9723039366,2022,35958.0
9723039366,2025,144143.0
9723039366,2023,47295.0
7720797640,2025,164352.0
7720797640,2021,197733.0
7720797640,2022,114263.0
7720797640,2023,205727.0
7720797640,2024,243639.0
1004001511,2021,324479.0
1004001511,2022,316935.0
1004001511,2024,283007.0
1004001511,2025,251110.0
1004001511,2023,382575.0
527002540,2025,2450287.0
527002540,2023,1205954.0
527002540,2024,1102236.0
527002540,2022,552492.0
527002540,2021,363689.0
7814640612,2022,106236.0
7814640612,2021,208503.0
4217124545,2025,66613.0
4217124545,2021,48772.0
4217124545,2023,54737.0
4217124545,2022,56732.0
4217124545,2024,60655.0
5904343730,2022,300757.0
5904343730,2021,123465.0
5904343730,2025,169091.0
5904343730,2023,316816.0
5904343730,2024,234051.0
6317122129,2021,275211.0
6317122129,2024,41902.0
6317122129,2022,336508.0
6317122129,2023,213048.0
7716121880,2023,20599.0
7716121880,2025,54.0
7716121880,2024,29335.0
7716121880,2022,139548.0
7716121880,2021,161116.0
9717016346,2022,125846.0
9717016346,2025,15312.0
9717016346,2024,56028.0
9717016346,2021,109109.0
9717016346,2023,72516.0
7801278191,2021,0.0
7801278191,2023,
7801278191,2022,0.0
7705522601,2021,32147.0
7705522601,2022,18892.0
7705522601,2024,19631.0
7705522601,2025,10001.0
7705522601,2023,19742.0
7728325141,2021,106653.0
7728325141,2024,253847.0
7728325141,2023,57229.0
7728325141,2025,301741.0
7728325141,2022,73698.0
5040159212,2025,97349.0
5040159212,2023,455445.0
5040159212,2021,49460.0
5040159212,2024,381411.0
5040159212,2022,128635.0
6685117456,2021,158745.0
6685117456,2024,159803.0
6685117456,2022,60280.0
6685117456,2025,48023.0
6685117456,2023,141690.0
6501148538,2022,55838.0
6501148538,2024,7701.0
6501148538,2023,18565.0
6501148538,2021,169538.0
6501148538,2025,3816.0
7411023374,2021,166613.0
7411023374,2025,163469.0
7411023374,2024,213365.0
7411023374,2022,148291.0
7411023374,2023,211855.0
1615016134,2025,166528.0
1615016134,2022,30.0
1615016134,2021,
1615016134,2023,8340.0
1615016134,2024,11000.0
6230072219,2021,308100.0
6230072219,2024,110628.0
6230072219,2023,194532.0
6230072219,2025,37955.0
6230072219,2022,261929.0
5262268195,2021,316752.0
5262268195,2022,148640.0
7715926762,2022,110679.0
7715926762,2023,955.0
7715926762,2025,56505.0
7715926762,2024,0.0
7715926762,2021,305326.0
5406322209,2025,322675.0
5406322209,2022,166639.0
5406322209,2023,151173.0
5406322209,2024,230919.0
5406322209,2021,278424.0
7727631139,2023,1190701.0
7727631139,2022,585763.0
7727631139,2024,2021110.0
7727631139,2021,673445.0
7727631139,2025,4055060.0
2311212322,2024,16709.0
2311212322,2021,170305.0
2311212322,2023,90929.0
2311212322,2022,130932.0
2311212322,2025,58978.0
4345133383,2025,191182.0
4345133383,2023,195008.0
4345133383,2024,223866.0
4345133383,2021,122997.0
4345133383,2022,200952.0
5505216434,2025,29224.0
5505216434,2023,46422.0
5505216434,2021,56327.0
5505216434,2024,112264.0
5505216434,2022,35528.0
1660273461,2021,190227.0
1660273461,2023,536748.0
1660273461,2025,499122.0
1660273461,2024,557983.0
1660273461,2022,339094.0
7743374513,2024,0.0
7743374513,2022,231196.0
5904373735,2023,45002.0
5904373735,2022,201872.0
5904373735,2024,5000.0
5904373735,2021,165396.0
5075036476,2023,3176177.0
5075036476,2022,1273615.0
5075036476,2021,789490.0
9710094176,2022,127760.0
7814627650,2023,1455092.0
7814627650,2021,772109.0
7814627650,2022,961939.0
7814627650,2025,140232.0
7814627650,2024,725560.0
7203420211,2022,174841.0
7203420211,2024,285312.0
7203420211,2023,164363.0
7203420211,2025,251606.0
7203420211,2021,138206.0
7722721646,2022,318808.0
7722721646,2021,487122.0
7722721646,2023,108982.0
276935040,2022,204297.0
276935040,2025,429572.0
276935040,2024,451561.0
276935040,2021,69363.0
276935040,2023,574920.0
7806349551,2022,129967.0
7806349551,2021,128842.0
7806349551,2025,1145840.0
7806349551,2023,561207.0
7806349551,2024,1135313.0
7743657222,2022,137788.0
7743657222,2021,216133.0
7743657222,2025,283959.0
7743657222,2023,200221.0
7743657222,2024,197235.0
7714417868,2025,
7714417868,2022,30309.0
7714417868,2023,29059.0
7714417868,2024,0.0
7714417868,2021,105941.0
1660346649,2021,174904.0
1660346649,2024,231069.0
1660346649,2023,1103074.0
1660346649,2022,399180.0
1660346649,2025,125966.0
570001912,2022,43890.0
570001912,2025,52157.0
570001912,2024,47041.0
570001912,2023,58769.0
570001912,2021,36033.0
9103078291,2024,0.0
9103078291,2021,383191.0
9103078291,2023,384185.0
9103078291,2022,727259.0
9103078291,2025,
6732222980,2024,68404.0
6732222980,2023,172853.0
9731058281,2025,10701.0
9731058281,2024,5857.0
9731058281,2023,102536.0
9731058281,2021,38333.0
9731058281,2022,42095.0
5834112423,2021,157972.0
5834112423,2024,249394.0
5834112423,2025,304494.0
5834112423,2023,278473.0
5834112423,2022,185206.0
7328076959,2025,1875427.0
7328076959,2021,473589.0
7328076959,2022,597760.0
7328076959,2024,1706356.0
7328076959,2023,933957.0
725003383,2022,226943.0
725003383,2023,117297.0
725003383,2021,116218.0
3525425792,2022,152974.0
3525425792,2021,12.0
7805498649,2022,0.0
7805498649,2021,35220.0
2013432347,2025,880730.0
2013432347,2022,287711.0
2013432347,2021,196250.0
2013432347,2024,1176334.0
2013432347,2023,543066.0
2309105690,2021,254713.0
2309105690,2023,6172.0
2309105690,2022,494589.0
2309105690,2025,
2309105690,2024,0.0
3123339487,2021,47637.0
3123339487,2023,20011.0
3123339487,2022,41064.0
3123339487,2025,41.0
3123339487,2024,7942.0
7810384189,2025,879734.0
7810384189,2024,363171.0
7810384189,2023,227934.0
7810384189,2022,155120.0
7810384189,2021,192825.0
5902994670,2025,768031.0
5902994670,2024,230133.0
5902994670,2021,148649.0
5902994670,2022,192915.0
5902994670,2023,222406.0
6820021312,2025,161104.0
6820021312,2024,277627.0
6820021312,2021,445032.0
6820021312,2022,498410.0
6820021312,2023,353570.0
7810941094,2022,
7806594708,2022,499537.0
7453129206,2022,517385.0
7453129206,2025,706224.0
7453129206,2021,542103.0
7453129206,2024,478718.0
7453129206,2023,662118.0
5024046772,2022,267052.0
5024046772,2021,154981.0
5024046772,2025,147960.0
5024046772,2024,128013.0
5024046772,2023,108837.0
2015002854,2023,204201.0
2015002854,2022,136061.0
2015002854,2024,154684.0
2015002854,2021,144788.0
2015002854,2025,231529.0
5404417279,2022,0.0
5404417279,2025,0.0
5404417279,2024,1397.0
5404417279,2021,195066.0
5404417279,2023,0.0
3664095206,2024,2165888.0
3664095206,2022,343579.0
3664095206,2021,347966.0
3664095206,2023,444194.0
3664095206,2025,1535271.0
7842496897,2025,51839.0
7842496897,2022,46813.0
7842496897,2023,86592.0
7842496897,2024,62142.0
7842496897,2021,107806.0
5406727420,2022,69374.0
5406727420,2025,6862.0
5406727420,2024,18570.0
5406727420,2023,12086.0
5406727420,2021,61307.0
5404012970,2023,641903.0
5404012970,2022,375667.0
5404012970,2021,587452.0
5404012970,2024,963237.0
5404012970,2025,770551.0
7203342411,2022,638746.0
7203342411,2023,1097455.0
7203342411,2025,1113966.0
7203342411,2021,154732.0
7203342411,2024,879072.0
7704744665,2022,65588.0
7704744665,2021,174661.0
7704744665,2024,144923.0
7704744665,2025,98355.0
7704744665,2023,179409.0
7724299885,2025,366174.0
7724299885,2024,359673.0
7724299885,2021,477718.0
7724299885,2022,673720.0
7724299885,2023,364802.0
5024204330,2022,147388.0
5024204330,2021,98715.0
5024204330,2024,2358738.0
5024204330,2023,403863.0
5024204330,2025,2646047.0
1647017571,2021,150250.0
7722282100,2021,177646.0
7722282100,2022,213675.0
7722282100,2024,386362.0
7722282100,2023,195080.0
7722282100,2025,395473.0
7202254071,2025,
7202254071,2022,
7202254071,2021,0.0
7202254071,2023,
7202254071,2024,
5074059248,2022,317462.0
5074059248,2021,299423.0
5074059248,2023,352064.0
5074059248,2025,247723.0
7327064220,2023,168115.0
7327064220,2022,240419.0
7327064220,2024,296521.0
7327064220,2025,322917.0
7327064220,2021,202154.0
5501055377,2025,634480.0
5501055377,2024,364237.0
5501055377,2021,73171.0
5501055377,2023,214062.0
5501055377,2022,121432.0
6452054411,2025,28938.0
6452054411,2021,21378.0
6452054411,2023,8014.0
6452054411,2024,19836.0
6452054411,2022,18147.0
7717770038,2022,175626.0
7717770038,2021,116980.0
7717770038,2024,47848.0
7717770038,2023,331297.0
7811376230,2024,545012.0
7811376230,2023,429681.0
7811376230,2021,858760.0
7811376230,2022,870532.0
7811376230,2025,778134.0
7723903945,2021,79718.0
7723903945,2025,234486.0
7723903945,2023,57523.0
7723903945,2022,83376.0
7723903945,2024,62025.0
6449024784,2025,373949.0
6449024784,2022,689081.0
6449024784,2021,360712.0
6449024784,2024,405209.0
6449024784,2023,651369.0
7703579000,2021,221878.0
7703579000,2025,305611.0
7703579000,2022,170615.0
7703579000,2024,359451.0
7703579000,2023,328446.0
7816599374,2023,133734.0
7816599374,2024,169718.0
7816599374,2022,177466.0
7816599374,2025,161404.0
7816599374,2021,167528.0
6685107296,2025,0.0
6685107296,2022,70130.0
6685107296,2021,51719.0
6685107296,2024,9262.0
6685107296,2023,52339.0
275914312,2025,167225.0
275914312,2022,184017.0
275914312,2024,138502.0
275914312,2021,169022.0
275914312,2023,91169.0
5904240830,2025,
5904240830,2023,
5904240830,2022,0.0
5904240830,2024,
5904240830,2021,16050.0
5903998100,2023,214938.0
5903998100,2024,62166.0
5903998100,2021,221469.0
5903998100,2022,325832.0
7704843987,2022,0.0
7704843987,2024,
7704843987,2023,0.0
7704843987,2021,30735.0
7704843987,2025,
7720430553,2021,174009.0
7720430553,2023,282047.0
7720430553,2024,44420.0
7720430553,2022,211366.0
7720430553,2025,0.0
3662261024,2023,62078.0
3662261024,2021,112067.0
3662261024,2025,12443.0
3662261024,2022,72698.0
3662261024,2024,121403.0
5406582302,2024,1354940.0
5406582302,2021,1277434.0
5406582302,2025,882796.0
5406582302,2023,1022995.0
7735530590,2021,141061.0
7735530590,2023,159894.0
7735530590,2022,166181.0
7735530590,2025,259259.0
7735530590,2024,161963.0
7702824788,2021,287934.0
7702824788,2025,6125.0
7702824788,2022,877199.0
7702824788,2024,36382.0
7702824788,2023,312075.0
7733263469,2022,664659.0
7733263469,2023,80938.0
7733263469,2021,461912.0
7733263469,2024,190824.0
7733263469,2025,7603829.0
7701340551,2024,289844.0
7701340551,2025,510893.0
7701340551,2023,85126.0
7701340551,2021,37538.0
7701340551,2022,89984.0
3811452395,2025,294451.0
3811452395,2024,329143.0
3811452395,2022,165076.0
3811452395,2021,140548.0
3811452395,2023,383470.0
7720723736,2022,293530.0
7720723736,2021,74466.0
7720723736,2023,146763.0
1512015210,2024,1379413.0
1512015210,2021,1002807.0
1512015210,2023,1466649.0
1512015210,2022,1220944.0
1512015210,2025,378719.0
6912012621,2023,74009.0
6912012621,2021,192700.0
6912012621,2022,169324.0
6912012621,2024,72690.0
6912012621,2025,4494.0
1655429709,2022,35163.0
1655429709,2021,23242.0
1655429709,2023,1963.0
2364018907,2024,
2364018907,2022,0.0
2364018907,2023,
2364018907,2021,7146.0
2524142800,2023,46672.0
2524142800,2025,92918.0
2524142800,2024,68732.0
2524142800,2022,49662.0
2524142800,2021,58039.0
274182271,2021,105464.0
274182271,2023,47556.0
274182271,2022,16263.0
274182271,2024,8492.0
3808192080,2021,91120.0
3808192080,2022,196449.0
3808192080,2024,169460.0
3808192080,2025,253786.0
3808192080,2023,101878.0
3810336780,2021,0.0
3810336780,2024,
3810336780,2025,
3810336780,2022,
3808223645,2025,888422.0
3808223645,2024,115139.0
3808223645,2021,204737.0
3808223645,2023,761117.0
3808223645,2022,750122.0
1515912458,2023,5782.0
1515912458,2021,313243.0
1515912458,2022,607751.0
7703467472,2024,
7703467472,2022,735043.0
7703467472,2025,
7703467472,2021,511091.0
9725028948,2022,1112102.0
9725028948,2021,1010050.0
9725028948,2023,1511796.0
9725028948,2025,2130108.0
9725028948,2024,1621716.0
5001069967,2021,211236.0
5001069967,2022,143416.0
5001069967,2023,151778.0
5001069967,2025,366913.0
5001069967,2024,291905.0
6167203023,2024,53586.0
6167203023,2025,54354.0
6167203023,2022,18404.0
6167203023,2023,31487.0
1658187254,2023,365663.0
1658187254,2025,952782.0
1658187254,2024,616383.0
1658187254,2021,153819.0
1658187254,2022,114190.0
4501215580,2021,27976.0
4501215580,2022,13388.0
4501215580,2023,11794.0
4501215580,2024,10225.0
4501215580,2025,12063.0
6671065705,2022,114714.0
6671065705,2024,107111.0
6671065705,2025,159132.0
6671065705,2021,154656.0
6671065705,2023,114313.0
276967532,2023,204901.0
276967532,2025,66306.0
276967532,2024,362520.0
276967532,2022,239213.0
7733772917,2024,2827.0
7733772917,2021,12340.0
7733772917,2022,1300.0
7733772917,2023,1500.0
7733772917,2025,0.0
6455058171,2023,0.0
6455058171,2021,212563.0
6455058171,2022,3237.0
6455058171,2024,0.0
9729057611,2022,354860.0
9729057611,2021,126276.0
5257140785,2021,354388.0
5257140785,2022,1107.0
5257140785,2025,4389.0
5257140785,2023,2357.0
5257140785,2024,34.0
7716715980,2024,168959.0
7716715980,2021,128242.0
7716715980,2025,180748.0
7716715980,2023,187608.0
7716715980,2022,164405.0
7722365638,2025,719052.0
7722365638,2023,288759.0
7722365638,2022,209772.0
7722365638,2024,559663.0
7722365638,2021,459013.0
5038042760,2025,138111.0
5038042760,2021,148480.0
5038042760,2024,145660.0
5038042760,2023,129025.0
5038042760,2022,145313.0
7704369069,2022,331839.0
7704369069,2021,202711.0
7733304309,2021,240618.0
7733304309,2024,141116.0
7733304309,2023,78635.0
7733304309,2022,120871.0
2465218282,2021,954946.0
2465218282,2024,1576193.0
2465218282,2023,1182800.0
2465218282,2022,849362.0
2465218282,2025,1062837.0
5027211181,2022,53808.0
5027211181,2021,132881.0
7722193450,2024,556631.0
7722193450,2022,724453.0
7722193450,2021,720087.0
7722193450,2023,766656.0
7722193450,2025,425013.0
1310087050,2025,59653.0
1310087050,2023,84448.0
1310087050,2022,69409.0
1310087050,2024,65727.0
1310087050,2021,67298.0
7729771766,2022,198837.0
7729771766,2025,205503.0
7729771766,2024,317582.0
7729771766,2023,232766.0
7729771766,2021,213867.0
7806352265,2024,526248.0
7806352265,2025,525883.0
7806352265,2023,318949.0
7806352265,2022,349234.0
7806352265,2021,333435.0
276930797,2021,227009.0
276930797,2024,13249.0
276930797,2023,109336.0
276930797,2022,226106.0
2465162618,2025,5748.0
2465162618,2021,9424.0
2465162618,2023,6219.0
2465162618,2022,7514.0
2465162618,2024,6759.0
7801311089,2025,0.0
7801311089,2022,15877.0
7801311089,2024,25996.0
7801311089,2021,72067.0
7801311089,2023,108839.0
3918013055,2022,132812.0
3918013055,2023,97812.0
3257019182,2024,4693.0
3257019182,2023,24039.0
3257019182,2021,45908.0
3257019182,2022,18419.0
3257019182,2025,0.0
5047241949,2025,2344124.0
5047241949,2023,2411372.0
5047241949,2021,207662.0
5047241949,2022,492043.0
5047241949,2024,1488014.0
702722832,2025,316437.0
702722832,2024,196196.0
702722832,2023,132568.0
702722832,2022,123481.0
702722832,2021,70824.0
2301071520,2023,155825.0
2301071520,2024,53149.0
2301071520,2025,0.0
2301071520,2021,185762.0
2301071520,2022,180287.0
2703094503,2024,99033.0
2703094503,2021,67542.0
2703094503,2022,77719.0
2703094503,2023,85284.0
2703094503,2025,77755.0
1657073776,2022,91988.0
1657073776,2024,46125.0
1657073776,2025,136816.0
1657073776,2023,105539.0
1657073776,2021,137636.0
1659181826,2022,885664.0
1659181826,2023,242684.0
1659181826,2021,876082.0
1658215511,2021,168364.0
1658215511,2023,93749.0
1658215511,2024,124424.0
1658215511,2022,143138.0
1658215511,2025,18967.0
9719011311,2022,65214.0
9719011311,2021,122634.0
9719011311,2023,32517.0
9719011311,2024,2293.0
3906982224,2021,9397.0
3906982224,2025,2712.0
3906982224,2023,10556.0
3906982224,2022,3922.0
3906982224,2024,15772.0
7203362087,2022,114361.0
7203362087,2024,83838.0
7203362087,2025,159324.0
7203362087,2021,168732.0
7203362087,2023,89494.0
9709013119,2023,1144.0
9709013119,2021,0.0
9709013119,2025,0.0
9709013119,2024,371.0
9709013119,2022,4526.0
1646031380,2023,178572.0
1646031380,2025,136513.0
1646031380,2022,95545.0
1646031380,2024,11667.0
1646031380,2021,106468.0
1651074220,2022,19871.0
1651074220,2024,0.0
1651074220,2021,55165.0
1651074220,2023,3073.0
1841038639,2023,0.0
1841038639,2022,0.0
1841038639,2021,286772.0
5919012756,2024,85142.0
5919012756,2025,0.0
5919012756,2023,426.0
5919012756,2022,64584.0
5919012756,2021,113528.0
1651054907,2022,45673.0
1651054907,2024,102123.0
1651054907,2021,59603.0
1651054907,2025,13940.0
264070988,2021,79233.0
264070988,2022,79690.0
264070988,2023,125566.0
264070988,2024,243681.0
264070988,2025,251824.0
5905995640,2024,269446.0
5905995640,2022,295208.0
5905995640,2023,330561.0
5905995640,2021,166079.0
5905995640,2025,91530.0
7706577473,2023,587041.0
7706577473,2021,495885.0
7706577473,2022,0.0
1650320730,2023,213449.0
1650320730,2025,336755.0
1650320730,2021,187614.0
1650320730,2022,331129.0
1650320730,2024,167132.0
1650298812,2021,803760.0
1650298812,2024,883305.0
1650298812,2023,1148505.0
1650298812,2022,1156245.0
1650298812,2025,531210.0
1650333908,2023,301332.0
1650333908,2025,169835.0
1650333908,2024,362890.0
1650333908,2022,249939.0
1650333908,2021,284757.0
7706699898,2024,522247.0
7706699898,2025,434820.0
7706699898,2022,499374.0
7706699898,2023,395383.0
7706699898,2021,236817.0
1650315673,2024,716257.0
1650315673,2025,183025.0
1650315673,2021,183902.0
1650315673,2022,255643.0
1650315673,2023,769887.0
4101163993,2024,485714.0
4101163993,2023,281373.0
4101163993,2021,478236.0
4101163993,2022,497254.0
4101163993,2025,371259.0
4105039556,2025,94916.0
4105039556,2021,146027.0
4105039556,2024,485368.0
4105039556,2023,256122.0
4105039556,2022,160088.0
5102046437,2021,368121.0
5102046437,2025,39192.0
5102046437,2023,183906.0
5102046437,2024,165303.0
5102046437,2022,166614.0
5027210830,2024,315405.0
5027210830,2021,555750.0
5027210830,2023,759613.0
5027210830,2022,826507.0
2902072769,2021,91662.0
2902072769,2022,158866.0
2902072769,2023,506138.0
2902072769,2025,255526.0
2902072769,2024,290242.0
403004590,2021,23460.0
403004590,2022,9133.0
403004590,2024,6560.0
403004590,2023,32443.0
403004590,2025,836.0
7714403495,2021,546701.0
7714403495,2022,161069.0
6671144347,2022,198811.0
6671144347,2023,169371.0
6671144347,2021,53185.0
6671144347,2024,350405.0
7719739763,2025,174695.0
7719739763,2023,208230.0
7719739763,2021,152775.0
7719739763,2022,173475.0
7719739763,2024,139330.0
7704828107,2025,108050.0
7704828107,2024,49672.0
7704828107,2022,275225.0
7704828107,2023,295945.0
7704828107,2021,815715.0
9701093264,2023,0.0
9701093264,2021,315913.0
9701093264,2024,
5024152379,2025,32339.0
5024152379,2024,88428.0
5024152379,2021,69955.0
5024152379,2022,93787.0
5024152379,2023,68947.0
276157094,2023,1388726.0
276157094,2022,640244.0
276157094,2024,1028141.0
276157094,2021,719290.0
276157094,2025,1055895.0
5040074664,2021,15747.0
5040074664,2025,1872.0
5040074664,2023,29549.0
5040074664,2022,16282.0
5040074664,2024,38152.0
7451258333,2025,297427.0
7451258333,2024,780385.0
7451258333,2023,335285.0
7451258333,2021,237586.0
7451258333,2022,198347.0
2311256217,2022,233779.0
2311256217,2021,182598.0
2311256217,2023,248791.0
2311256217,2025,422420.0
2311256217,2024,366800.0
2016002695,2021,122216.0
2016002695,2025,344600.0
2016002695,2022,255131.0
2016002695,2024,356556.0
546015311,2022,632521.0
546015311,2021,777374.0
546015311,2023,628436.0
546015311,2025,815542.0
546015311,2024,495529.0
7456050635,2025,245129.0
7456050635,2023,677005.0
7456050635,2024,458832.0
7456050635,2022,314421.0
7604259048,2021,1530080.0
7604259048,2024,1502287.0
7604259048,2023,1503649.0
7604259048,2022,1706305.0
7604259048,2025,2765759.0
2311290634,2025,179129.0
2311290634,2024,63218.0
2311290634,2023,104235.0
2311290634,2021,84152.0
2311290634,2022,93389.0
7722706180,2023,117275.0
7722706180,2021,122398.0
7722706180,2025,112867.0
7722706180,2024,113068.0
7722706180,2022,133069.0
4825018430,2024,9317.0
4825018430,2022,207892.0
4825018430,2023,65935.0
4825018430,2025,12620.0
4825018430,2021,199602.0
4632289539,2022,163857.0
4632289539,2024,158790.0
4632289539,2025,220815.0
4632289539,2023,671434.0
2536308993,2022,107708.0
2536308993,2024,5000.0
2536308993,2025,4000.0
2536308993,2023,3930.0
2536308993,2021,200768.0
7716663611,2024,313307.0
7716663611,2022,84598.0
7716663611,2023,94080.0
7716663611,2021,63720.0
7716663611,2025,302661.0
7726429730,2022,326819.0
7726429730,2024,719717.0
7726429730,2021,199920.0
7726429730,2025,238739.0
7726429730,2023,373619.0
5507254386,2025,256220.0
