inn,year,net_profit,interest,tax,ebitda
7202254071,2025,-9313.0,2488.0,515.0,-6310.0
7202254071,2022,-10865.0,7297.0,791.0,-2777.0
7202254071,2021,-5826.0,7764.0,1423.0,3361.0
7202254071,2023,-2928.0,7135.0,-732.0,3475.0
7202254071,2024,-14214.0,6732.0,-979.0,-8461.0
5074059248,2022,-975.0,,192.0,
5074059248,2021,4695.0,,-1183.0,
5074059248,2023,-3937.0,,972.0,
5074059248,2025,52371.0,,-2698.0,
7327064220,2023,6211.0,189.0,1669.0,8069.0
7327064220,2022,8679.0,212.0,2351.0,11242.0
7327064220,2024,19460.0,147.0,2416.0,22023.0
7327064220,2025,32932.0,26.0,-4998.0,27960.0
7327064220,2021,9336.0,54.0,2418.0,11808.0
5501055377,2025,39186.0,5047.0,-14069.0,30164.0
5501055377,2024,66027.0,9525.0,16833.0,92385.0
5501055377,2021,-17121.0,1270.0,260.0,-15591.0
5501055377,2023,2222.0,5441.0,610.0,8273.0
5501055377,2022,17350.0,2160.0,467.0,19977.0
6452054411,2025,3160.0,0.0,-1053.0,2107.0
6452054411,2021,417.0,,-104.0,
6452054411,2023,533.0,,-133.0,
6452054411,2024,2943.0,,-736.0,
6452054411,2022,506.0,,-127.0,
7717770038,2022,3087.0,,772.0,
7717770038,2021,4319.0,,1080.0,
7717770038,2024,342.0,0.0,171.0,513.0
7717770038,2023,2850.0,9.0,713.0,3572.0
7811376230,2024,3130.0,9734.0,-1488.0,11376.0
7811376230,2023,2334.0,4929.0,-789.0,6474.0
7811376230,2021,13954.0,2324.0,-3363.0,12915.0
7811376230,2022,3345.0,3273.0,-5679.0,939.0
7811376230,2025,6739.0,7094.0,-16217.0,-2384.0
7723903945,2021,443.0,,157.0,
7723903945,2025,5386.0,970.0,-1809.0,4547.0
7723903945,2023,978.0,153.0,340.0,1471.0
7723903945,2022,2627.0,,230.0,
7723903945,2024,961.0,1487.0,217.0,2665.0
6449024784,2025,-227953.0,146.0,0.0,-227807.0
6449024784,2022,7970.0,238.0,-2753.0,5455.0
6449024784,2021,1127.0,447.0,-958.0,616.0
6449024784,2024,3200.0,0.0,-2074.0,1126.0
6449024784,2023,14873.0,19.0,-4388.0,10504.0
7703579000,2021,4171.0,,1428.0,
7703579000,2025,26.0,,-710.0,
7703579000,2022,1545.0,,645.0,
7703579000,2024,4397.0,,1821.0,
7703579000,2023,3654.0,,1800.0,
7816599374,2023,11702.0,,-2925.0,
7816599374,2024,24586.0,,-6147.0,
7816599374,2022,28986.0,,-7247.0,
7816599374,2025,21007.0,0.0,-7003.0,14004.0
7816599374,2021,23341.0,,-5835.0,
6685107296,2025,-999.0,,-13.0,
6685107296,2022,43505.0,,4455.0,
6685107296,2021,30583.0,,202.0,
6685107296,2024,-3194.0,,120.0,
6685107296,2023,18659.0,,2757.0,
275914312,2025,727.0,,-242.0,
275914312,2022,343.0,,-179.0,
275914312,2024,483.0,,-121.0,
275914312,2021,192.0,,-101.0,
275914312,2023,579.0,,-145.0,
5904240830,2025,-264.0,,,
5904240830,2023,-7522.0,,,
5904240830,2022,96405.0,,,
5904240830,2024,-23717.0,,,
5904240830,2021,-24177.0,,,
5903998100,2023,78.0,,-20.0,
5903998100,2024,10.0,,0.0,
5903998100,2021,12399.0,,-1988.0,
5903998100,2022,43771.0,,-39.0,
7704843987,2022,0.0,0.0,0.0,0.0
7704843987,2024,-634.0,,,
7704843987,2023,0.0,0.0,0.0,0.0
7704843987,2021,-71.0,57.0,1.0,-13.0
7704843987,2025,-13000.0,,,
7720430553,2021,272.0,,68.0,
7720430553,2023,736.0,,184.0,
7720430553,2024,183.0,,45.0,
7720430553,2022,348.0,,87.0,
7720430553,2025,0.0,,0.0,
3662261024,2023,1212.0,,-379.0,
3662261024,2021,448.0,,-323.0,
3662261024,2025,328.0,,-107.0,
3662261024,2022,1462.0,,-366.0,
3662261024,2024,490.0,,-343.0,
5406582302,2024,134559.0,144.0,-18008.0,116695.0
5406582302,2021,11286.0,715.0,,
5406582302,2025,-6855.0,144.0,-376.0,-7087.0
5406582302,2023,303.0,-144.0,-126.0,33.0
7735530590,2021,3436.0,,-859.0,
7735530590,2023,3911.0,,-978.0,
7735530590,2022,4135.0,,-1034.0,
7735530590,2025,6507.0,,-2169.0,
7735530590,2024,4077.0,,-1019.0,
7702824788,2021,9495.0,1086.0,-1342.0,9239.0
7702824788,2025,53.0,,-19.0,
7702824788,2022,33241.0,1865.0,-2501.0,32605.0
7702824788,2024,1879.0,0.0,166.0,2045.0
7702824788,2023,7039.0,921.0,1699.0,9659.0
7733263469,2022,79.0,4.0,-296.0,-213.0
7733263469,2023,324.0,7.0,-121.0,210.0
7733263469,2021,273.0,120.0,-95.0,298.0
7733263469,2024,531.0,3107.0,-5545.0,-1907.0
7733263469,2025,357231.0,5964.0,-122635.0,240560.0
7701340551,2024,783.0,3852.0,-2563.0,2072.0
7701340551,2025,41627.0,2589.0,-16297.0,27919.0
7701340551,2023,292.0,4851.0,-964.0,4179.0
7701340551,2021,559.0,749.0,-525.0,783.0
7701340551,2022,554.0,2116.0,-513.0,2157.0
3811452395,2025,403.0,442.0,-134.0,711.0
3811452395,2024,19525.0,5964.0,-4881.0,20608.0
3811452395,2022,26072.0,3414.0,-6518.0,22968.0
3811452395,2021,2834.0,1671.0,-709.0,3796.0
3811452395,2023,47646.0,7120.0,-11911.0,42855.0
7720723736,2022,0.0,768.0,0.0,768.0
7720723736,2021,11324.0,428.0,-958.0,10794.0
7720723736,2023,50.0,0.0,-13.0,37.0
1512015210,2024,94794.0,10879.0,-23698.0,81975.0
1512015210,2021,63713.0,,-15928.0,
1512015210,2023,41511.0,732.0,-21223.0,21020.0
1512015210,2022,45091.0,,-11272.0,
1512015210,2025,20467.0,13707.0,-8678.0,25496.0
6912012621,2023,437.0,,740.0,
6912012621,2021,10646.0,,1985.0,
6912012621,2022,2520.0,,1708.0,
6912012621,2024,324.0,,677.0,
6912012621,2025,549.0,,-142.0,
1655429709,2022,30.0,,649.0,
1655429709,2021,37.0,,774.0,
1655429709,2023,-162.0,,94.0,
2364018907,2024,,,,
2364018907,2022,0.0,,0.0,
2364018907,2023,,,,
2364018907,2021,775.0,,-214.0,
2524142800,2023,798.0,,550.0,
2524142800,2025,10182.0,,-7067.0,
2524142800,2024,7456.0,,4934.0,
2524142800,2022,771.0,,276.0,
2524142800,2021,4338.0,,1098.0,
274182271,2021,-26281.0,1112.0,-659.0,-25828.0
274182271,2023,4596.0,0.0,1459.0,6055.0
274182271,2022,-1763.0,982.0,-718.0,-1499.0
274182271,2024,36.0,,9.0,
3808192080,2021,8064.0,,2158.0,
3808192080,2022,35918.0,,8916.0,
3808192080,2024,49523.0,,12409.0,
3808192080,2025,36155.0,,-11957.0,
3808192080,2023,4864.0,,1254.0,
3810336780,2021,-36613.0,,0.0,
3810336780,2024,-83.0,,,
3810336780,2025,-193.0,,,
3810336780,2022,0.0,,,
3808223645,2025,24364.0,,-8122.0,
3808223645,2024,1128.0,,-282.0,
3808223645,2021,2922.0,,-1235.0,
3808223645,2023,112783.0,,-28205.0,
3808223645,2022,16346.0,,-4087.0,
1515912458,2023,-1059.0,,18.0,
1515912458,2021,5929.0,,1484.0,
1515912458,2022,6228.0,,1565.0,
7703467472,2024,,,,
7703467472,2022,-6204.0,,-203.0,
7703467472,2025,-5048.0,0.0,,
7703467472,2021,9835.0,,-333.0,
9725028948,2022,7371.0,,-4663.0,
9725028948,2021,6977.0,,-3838.0,
9725028948,2023,3144.0,,-6038.0,
9725028948,2025,169.0,0.0,-9740.0,-9571.0
9725028948,2024,4749.0,,-6501.0,
5001069967,2021,13960.0,,-5282.0,
5001069967,2022,11523.0,,-2882.0,
5001069967,2023,11519.0,,2892.0,
5001069967,2025,10043.0,,-3405.0,
5001069967,2024,23266.0,,5849.0,
6167203023,2024,4302.0,,,
6167203023,2025,4142.0,,,
6167203023,2022,70.0,,,
6167203023,2023,769.0,,,
1658187254,2023,33901.0,6.0,-8819.0,25088.0
1658187254,2025,42200.0,0.0,-20150.0,22050.0
1658187254,2024,782.0,0.0,-699.0,83.0
1658187254,2021,9333.0,0.0,-2552.0,6781.0
1658187254,2022,3122.0,0.0,498.0,3620.0
4501215580,2021,-455.0,0.0,-3389.0,-3844.0
4501215580,2022,8637.0,,-644.0,
4501215580,2023,5978.0,,-547.0,
4501215580,2024,6.0,,-1219.0,
4501215580,2025,34.0,,,
6671065705,2022,2918.0,,-50.0,
6671065705,2024,1997.0,,-499.0,
6671065705,2025,3850.0,,-1283.0,
6671065705,2021,2929.0,,773.0,
6671065705,2023,2082.0,,-521.0,
276967532,2023,940.0,169.0,-324.0,785.0
276967532,2025,-22700.0,0.0,0.0,-22700.0
276967532,2024,3724.0,0.0,-724.0,3000.0
276967532,2022,808.0,,-106.0,
7733772917,2024,-145.0,54.0,-18.0,-109.0
7733772917,2021,516.0,401.0,163.0,1080.0
7733772917,2022,-73503.0,108.0,-829.0,-74224.0
7733772917,2023,-8221.0,108.0,0.0,-8113.0
7733772917,2025,6.0,0.0,-35.0,-29.0
6455058171,2023,-794.0,,,
6455058171,2021,30.0,,-26.0,
6455058171,2022,-26036.0,,0.0,
6455058171,2024,-360.0,,,
9729057611,2022,0.0,,0.0,
9729057611,2021,1339.0,,-335.0,
5257140785,2021,-31.0,,0.0,
5257140785,2022,-171.0,,22.0,
5257140785,2025,-483.0,,152.0,
5257140785,2023,790.0,,139.0,
5257140785,2024,-1249.0,,123.0,
7716715980,2024,58518.0,,-5187.0,
7716715980,2021,49971.0,,-3923.0,
7716715980,2025,58085.0,,-5207.0,
7716715980,2023,56908.0,,-6881.0,
7716715980,2022,37228.0,,-4638.0,
7722365638,2025,38921.0,,-12452.0,
7722365638,2023,25503.0,,7655.0,
7722365638,2022,188.0,,1311.0,
7722365638,2024,28867.0,,8192.0,
7722365638,2021,6742.0,,2683.0,
5038042760,2025,423.0,1209.0,-511.0,1121.0
5038042760,2021,19064.0,,5137.0,
5038042760,2024,1450.0,,418.0,
5038042760,2023,570.0,,250.0,
5038042760,2022,8036.0,,2140.0,
7704369069,2022,-1677.0,2955.0,410.0,1688.0
7704369069,2021,-2631.0,4547.0,307.0,2223.0
7733304309,2021,2612.0,138.0,-549.0,2201.0
7733304309,2024,2191.0,98.0,-547.0,1742.0
7733304309,2023,24758.0,240.0,-3741.0,21257.0
7733304309,2022,11037.0,1071.0,-116.0,11992.0
2465218282,2021,16124.0,17664.0,-4249.0,29539.0
2465218282,2024,63877.0,45016.0,-26431.0,82462.0
2465218282,2023,35518.0,33180.0,-10298.0,58400.0
2465218282,2022,22236.0,52922.0,-6027.0,69131.0
2465218282,2025,68107.0,80967.0,-21016.0,128058.0
5027211181,2022,103.0,895.0,-2391.0,-1393.0
5027211181,2021,2477.0,1603.0,-619.0,3461.0
7722193450,2024,11011.0,895.0,4454.0,16360.0
7722193450,2022,135606.0,79.0,34663.0,170348.0
7722193450,2021,75158.0,,-19402.0,
7722193450,2023,39834.0,0.0,9233.0,49067.0
7722193450,2025,5601.0,5174.0,-3077.0,7698.0
1310087050,2025,4565.0,,-1522.0,
1310087050,2023,4892.0,,-1223.0,
1310087050,2022,3437.0,,-860.0,
1310087050,2024,5078.0,,-1269.0,
1310087050,2021,2002.0,,-500.0,
7729771766,2022,9338.0,505.0,-2324.0,7519.0
7729771766,2025,3314.0,986.0,-1105.0,3195.0
7729771766,2024,16629.0,2361.0,-4157.0,14833.0
7729771766,2023,10750.0,1533.0,-2688.0,9595.0
7729771766,2021,10010.0,260.0,-2502.0,7768.0
7806352265,2024,82827.0,,-24547.0,
7806352265,2025,20213.0,,-25656.0,
7806352265,2023,20166.0,,-9369.0,
7806352265,2022,25083.0,,-8340.0,
7806352265,2021,46843.0,,-14576.0,
276930797,2021,12995.0,,2000.0,
276930797,2024,-9056.0,,14.0,
276930797,2023,5444.0,,922.0,
276930797,2022,8469.0,,2177.0,
2465162618,2025,-78.0,,-150.0,
2465162618,2021,1919.0,,259.0,
2465162618,2023,1848.0,,141.0,
2465162618,2022,1416.0,,196.0,
2465162618,2024,1709.0,,167.0,
7801311089,2025,17.0,,-889.0,
7801311089,2022,-7798.0,,5029.0,
7801311089,2024,7.0,,1215.0,
7801311089,2021,231.0,,11733.0,
7801311089,2023,79.0,,3912.0,
3918013055,2022,-6647.0,,2681.0,
3918013055,2023,-39862.0,,1819.0,
3257019182,2024,5939.0,,106.0,
3257019182,2023,-21734.0,,971.0,
3257019182,2021,17257.0,,,
3257019182,2022,28913.0,,,
3257019182,2025,-440.0,,-261.0,
5047241949,2025,41692.0,6209.0,-22373.0,25528.0
5047241949,2023,83346.0,6024.0,-21971.0,67399.0
5047241949,2021,8270.0,0.0,2087.0,10357.0
5047241949,2022,14008.0,214.0,-4462.0,9760.0
5047241949,2024,48768.0,1203.0,-10670.0,39301.0
702722832,2025,40845.0,,-7208.0,
702722832,2024,32863.0,,5799.0,
702722832,2023,7681.0,,1355.0,
702722832,2022,9064.0,,1599.0,
702722832,2021,5348.0,,729.0,
2301071520,2023,-9956.0,4590.0,-3049.0,-8415.0
2301071520,2024,-63752.0,2474.0,-1451.0,-62729.0
2301071520,2025,-2690.0,0.0,,
2301071520,2021,-4981.0,9354.0,-3503.0,870.0
2301071520,2022,13975.0,5600.0,-3830.0,15745.0
2703094503,2024,24154.0,410.0,2007.0,26571.0
2703094503,2021,13326.0,175.0,584.0,14085.0
2703094503,2022,20214.0,231.0,1010.0,21455.0
2703094503,2023,7978.0,178.0,1000.0,9156.0
2703094503,2025,6660.0,647.0,-1095.0,6212.0
1657073776,2022,671.0,,233.0,
1657073776,2024,517.0,,113.0,
1657073776,2025,1488.0,,-493.0,
1657073776,2023,561.0,,254.0,
1657073776,2021,1374.0,,323.0,
1659181826,2022,1416.0,296.0,-1471.0,241.0
1659181826,2023,-2772.0,141.0,804.0,-1827.0
1659181826,2021,3108.0,,-786.0,
1658215511,2021,6930.0,30.0,-1597.0,5363.0
1658215511,2023,66.0,2.0,-2.0,66.0
1658215511,2024,46.0,10.0,-251.0,-195.0
1658215511,2022,1044.0,8.0,-588.0,464.0
1658215511,2025,230.0,0.0,-77.0,153.0
9719011311,2022,79.0,,833.0,
9719011311,2021,2458.0,,642.0,
9719011311,2023,3168.0,,1231.0,
9719011311,2024,-838.0,,0.0,
3906982224,2021,-2663.0,,251.0,
3906982224,2025,-2050.0,,-136.0,
3906982224,2023,2648.0,,219.0,
3906982224,2022,88.0,,79.0,
3906982224,2024,5573.0,,811.0,
7203362087,2022,5133.0,,898.0,
7203362087,2024,-12610.0,,907.0,
7203362087,2025,19691.0,,-1658.0,
7203362087,2021,7465.0,,3411.0,
7203362087,2023,-16113.0,,2284.0,
9709013119,2023,-6885.0,163.0,,
9709013119,2021,0.0,0.0,0.0,0.0
9709013119,2025,14857.0,76401.0,-2241.0,89017.0
9709013119,2024,-15664.0,1871.0,,
9709013119,2022,-16951.0,,,
1646031380,2023,68948.0,,3731.0,
1646031380,2025,88308.0,,-4342.0,
1646031380,2022,19207.0,,861.0,
1646031380,2024,-23129.0,,214.0,
1646031380,2021,1005.0,,2984.0,
1651074220,2022,44.0,,11.0,
1651074220,2024,-238.0,,,
1651074220,2021,310.0,,-65.0,
1651074220,2023,-90.0,,0.0,
1841038639,2023,0.0,,0.0,
1841038639,2022,-8759.0,,0.0,
1841038639,2021,299.0,,75.0,
5919012756,2024,-246299.0,,,
5919012756,2025,5320.0,,,
5919012756,2023,-7104.0,,,
5919012756,2022,-19453.0,0.0,,
5919012756,2021,-29752.0,7054.0,0.0,-22698.0
1651054907,2022,430.0,,345.0,
1651054907,2024,1411.0,,-282.0,
1651054907,2021,147.0,,18.0,
1651054907,2025,119.0,,35.0,
264070988,2021,89.0,0.0,22.0,111.0
264070988,2022,80.0,0.0,20.0,100.0
264070988,2023,164.0,0.0,41.0,205.0
264070988,2024,240.0,0.0,60.0,300.0
264070988,2025,236.0,0.0,-79.0,157.0
5905995640,2024,1107.0,3800.0,-2608.0,2299.0
5905995640,2022,11319.0,1542.0,-4082.0,8779.0
5905995640,2023,42915.0,2819.0,-15159.0,30575.0
5905995640,2021,1169.0,488.0,-292.0,1365.0
5905995640,2025,2127.0,2669.0,-944.0,3852.0
7706577473,2023,45.0,,0.0,
7706577473,2021,12.0,,-3.0,
7706577473,2022,0.0,,0.0,
1650320730,2023,170789.0,,-5582.0,
1650320730,2025,6099.0,,-6663.0,
1650320730,2021,35621.0,,-4370.0,
1650320730,2022,167397.0,,-4860.0,
1650320730,2024,178485.0,,-5262.0,
1650298812,2021,5309.0,,-2464.0,
1650298812,2024,105123.0,,-32037.0,
1650298812,2023,93732.0,,-26459.0,
1650298812,2022,135124.0,,-34739.0,
1650298812,2025,8988.0,,-3854.0,
1650333908,2023,107651.0,663.0,-5625.0,102689.0
1650333908,2025,7974.0,440.0,-9564.0,-1150.0
1650333908,2024,209519.0,2459.0,-5974.0,206004.0
1650333908,2022,16946.0,32.0,-4835.0,12143.0
1650333908,2021,54692.0,821.0,-4312.0,51201.0
7706699898,2024,5462.0,640.0,1366.0,7468.0
7706699898,2025,4211.0,935.0,-1404.0,3742.0
7706699898,2022,1949.0,936.0,487.0,3372.0
7706699898,2023,2994.0,449.0,748.0,4191.0
7706699898,2021,1619.0,,404.0,
1650315673,2024,158701.0,,-39676.0,
1650315673,2025,978.0,0.0,-326.0,652.0
1650315673,2021,11498.0,,-2875.0,
1650315673,2022,4623.0,,-1156.0,
1650315673,2023,149528.0,,-37382.0,
4101163993,2024,18675.0,24272.0,-2060.0,40887.0
4101163993,2023,8556.0,12478.0,-1930.0,19104.0
4101163993,2021,2422.0,4046.0,-574.0,5894.0
4101163993,2022,1132.0,6332.0,-2020.0,5444.0
4101163993,2025,-97778.0,28009.0,,
4105039556,2025,-68877.0,9761.0,0.0,-59116.0
4105039556,2021,-34812.0,,0.0,
4105039556,2024,57722.0,,-16178.0,
4105039556,2023,22595.0,0.0,-5762.0,16833.0
4105039556,2022,285.0,5632.0,-101.0,5816.0
5102046437,2021,686.0,0.0,-5.0,681.0
5102046437,2025,-3150.0,,0.0,
5102046437,2023,5460.0,87.0,-3177.0,2370.0
5102046437,2024,-34173.0,0.0,0.0,-34173.0
5102046437,2022,-29851.0,,-897.0,
5027210830,2024,-111148.0,,12.0,
5027210830,2021,11976.0,,3433.0,
5027210830,2023,3923.0,,2185.0,
5027210830,2022,7175.0,,3169.0,
2902072769,2021,-1667.0,55.0,1116.0,-496.0
2902072769,2022,26805.0,67.0,1242.0,28114.0
2902072769,2023,245032.0,121.0,1972.0,247125.0
2902072769,2025,-29031.0,72.0,-2531.0,-31490.0
2902072769,2024,52552.0,75.0,2428.0,55055.0
403004590,2021,-6497.0,,0.0,
403004590,2022,-22606.0,,,
403004590,2024,-3920.0,,,
403004590,2023,6663.0,,,
403004590,2025,-6339.0,,,
7714403495,2021,-24342.0,,7.0,
7714403495,2022,-22389.0,,0.0,
6671144347,2022,2388.0,,-692.0,
6671144347,2023,1105.0,,-276.0,
6671144347,2021,261.0,,-69.0,
6671144347,2024,949.0,,-242.0,
7719739763,2025,1296.0,5219.0,-1552.0,4963.0
7719739763,2023,9151.0,1266.0,4207.0,14624.0
7719739763,2021,684.0,1154.0,1530.0,3368.0
7719739763,2022,920.0,2931.0,1488.0,5339.0
7719739763,2024,1674.0,1629.0,1534.0,4837.0
7704828107,2025,6773.0,3001.0,919.0,10693.0
7704828107,2024,150.0,1561.0,-1394.0,317.0
7704828107,2022,6979.0,,-6400.0,
7704828107,2023,11876.0,1032.0,-3327.0,9581.0
7704828107,2021,8272.0,,-10872.0,
9701093264,2023,,,,
9701093264,2021,16.0,,-4.0,
9701093264,2024,,,,
5024152379,2025,2005.0,,-770.0,
5024152379,2024,26126.0,,4719.0,
5024152379,2021,-20265.0,,-4439.0,
5024152379,2022,327.0,,1162.0,
5024152379,2023,84.0,,23.0,
276157094,2023,24249.0,,-6062.0,
276157094,2022,14390.0,,-3568.0,
276157094,2024,15511.0,,-3851.0,
276157094,2021,17612.0,,-4400.0,
276157094,2025,19682.0,0.0,-6463.0,13219.0
5040074664,2021,-833.0,,456.0,
5040074664,2025,-1557.0,,-111.0,
5040074664,2023,3024.0,,795.0,
5040074664,2022,-636.0,,537.0,
5040074664,2024,847.0,,1094.0,
7451258333,2025,19379.0,494.0,-1277.0,18596.0
7451258333,2024,-13481.0,44.0,-333.0,-13770.0
7451258333,2023,9724.0,335.0,0.0,10059.0
7451258333,2021,1095.0,755.0,-360.0,1490.0
7451258333,2022,15560.0,1269.0,-4597.0,12232.0
2311256217,2022,7041.0,,226.0,
2311256217,2021,1379.0,,320.0,
2311256217,2023,3091.0,,392.0,
2311256217,2025,604.0,,-704.0,
2311256217,2024,4156.0,,207.0,
2016002695,2021,598.0,,-149.0,
2016002695,2025,3952.0,,-1318.0,
2016002695,2022,750.0,,-187.0,
2016002695,2024,1692.0,,-423.0,
546015311,2022,23081.0,6571.0,-3521.0,26131.0
546015311,2021,13138.0,109.0,-5428.0,7819.0
546015311,2023,13538.0,4914.0,-3208.0,15244.0
546015311,2025,1787.0,5049.0,-2386.0,4450.0
546015311,2024,11548.0,8789.0,-1690.0,18647.0
7456050635,2025,5354.0,,-2114.0,
7456050635,2023,107210.0,,26998.0,
7456050635,2024,38310.0,,9867.0,
7456050635,2022,87745.0,,21943.0,
7604259048,2021,41785.0,437.0,-13784.0,28438.0
7604259048,2024,10115.0,497.0,-3790.0,6822.0
7604259048,2023,28203.0,775.0,-7617.0,21361.0
7604259048,2022,88390.0,396.0,-24026.0,64760.0
7604259048,2025,11640.0,4362.0,-18503.0,-2501.0
2311290634,2025,8335.0,0.0,-3569.0,4766.0
2311290634,2024,2968.0,6.0,949.0,3923.0
2311290634,2023,5993.0,,1611.0,
2311290634,2021,5205.0,,1390.0,
2311290634,2022,2904.0,,859.0,
7722706180,2023,7032.0,,-1761.0,
7722706180,2021,653.0,,-635.0,
7722706180,2025,3120.0,0.0,-1539.0,1581.0
7722706180,2024,8421.0,,-1946.0,
7722706180,2022,6375.0,,-1983.0,
4825018430,2024,3821.0,,-1403.0,
4825018430,2022,46036.0,,-11509.0,
4825018430,2023,27920.0,,-6980.0,
4825018430,2025,13097.0,0.0,-729.0,12368.0
4825018430,2021,409.0,,-102.0,
4632289539,2022,451.0,,-121.0,
4632289539,2024,-261.0,746.0,662.0,1147.0
4632289539,2025,3221.0,0.0,-1074.0,2147.0
4632289539,2023,2777.0,74.0,712.0,3563.0
2536308993,2022,834.0,33.0,1914.0,2781.0
2536308993,2024,-1947.0,364.0,49.0,-1534.0
2536308993,2025,-1571.0,288.0,-135.0,-1418.0
2536308993,2023,-3713.0,588.0,34.0,-3091.0
2536308993,2021,4790.0,,1201.0,
7716663611,2024,9520.0,,2380.0,
7716663611,2022,1357.0,,339.0,
7716663611,2023,1835.0,,459.0,
7716663611,2021,494.0,,124.0,
7716663611,2025,6265.0,,-2089.0,
7726429730,2022,652.0,,-163.0,
7726429730,2024,319.0,,-64.0,
7726429730,2021,676.0,,-169.0,
7726429730,2025,1098.0,,-274.0,
7726429730,2023,2379.0,,-594.0,
5507254386,2025,71495.0,2225.0,0.0,73720.0
5507254386,2022,23173.0,191.0,-234.0,23130.0
5507254386,2021,2985.0,192.0,-746.0,2431.0
5507254386,2023,74918.0,2790.0,-21025.0,56683.0
5507254386,2024,-318442.0,12753.0,-3199.0,-308888.0
9704013355,2021,1066.0,,-266.0,
9704013355,2023,119.0,,-30.0,
9704013355,2022,1562.0,,-417.0,
9723145188,2022,524.0,22.0,489.0,1035.0
9723145188,2024,-1360.0,,-23.0,
9723145188,2023,12487.0,0.0,-3564.0,8923.0
9723145188,2025,905.0,756.0,-852.0,809.0
7202188220,2022,3845.0,1492.0,967.0,6304.0
7202188220,2021,193.0,116.0,276.0,585.0
7202188220,2025,14537.0,16.0,-5311.0,9242.0
7202188220,2024,10257.0,,2625.0,
7202188220,2023,12093.0,0.0,3049.0,15142.0
3662139240,2022,17779.0,4053.0,-1591.0,20241.0
3662139240,2024,15706.0,14874.0,-5025.0,25555.0
3662139240,2025,-126264.0,14670.0,-12490.0,-124084.0
3662139240,2021,4816.0,3525.0,-1488.0,6853.0
3662139240,2023,34820.0,12219.0,5174.0,52213.0
3528164845,2024,1488.0,,,
3528164845,2025,2840.0,,,
3528164845,2021,704.0,,,
3528164845,2022,144.0,,,
3528164845,2023,316.0,,,
2301092577,2022,-10048.0,18.0,622.0,-9408.0
2301092577,2023,1904.0,26.0,4309.0,6239.0
2301092577,2024,174.0,11.0,340.0,525.0
2301092577,2021,-3528.0,10.0,7854.0,4336.0
2301092577,2025,1916.0,218.0,-411.0,1723.0
6133001029,2025,-35.0,0.0,,
6133001029,2022,-157.0,,0.0,
6133001029,2023,11580.0,0.0,-1313.0,10267.0
6133001029,2021,-3786.0,,-270.0,
6133001029,2024,-134.0,0.0,0.0,-134.0
7116010392,2022,1681.0,0.0,425.0,2106.0
7116010392,2025,6816.0,134.0,-2298.0,4652.0
7116010392,2021,1305.0,91.0,326.0,1722.0
7116010392,2024,1895.0,400.0,491.0,2786.0
7116010392,2023,1287.0,,322.0,
7816235786,2022,10216.0,2006.0,2690.0,14912.0
7816235786,2024,18724.0,,5203.0,
7816235786,2025,21568.0,37.0,-7563.0,14042.0
7816235786,2023,35419.0,0.0,9157.0,44576.0
7816235786,2021,5834.0,16.0,1637.0,7487.0
5032234459,2023,-29793.0,,,
5032234459,2021,-38500.0,,0.0,
5032234459,2022,-1341.0,,,
7447277975,2022,911.0,,,
7447277975,2024,0.0,,0.0,
7447277975,2023,209.0,,,
7447277975,2025,,,,
7447277975,2021,799.0,,,
265043578,2023,-38673.0,,10144.0,
265043578,2022,-60261.0,,14622.0,
265043578,2025,-22406.0,0.0,17732.0,-4674.0
265043578,2021,-69473.0,,17367.0,
265043578,2024,30915.0,,2471.0,
268052852,2025,961.0,,1108.0,
268052852,2024,623.0,,648.0,
268052852,2023,1740.0,,987.0,
268052852,2022,1119.0,,1124.0,
268052852,2021,2044.0,,771.0,
4703145102,2023,-31.0,,763.0,
4703145102,2021,494.0,,10133.0,
4703145102,2022,-1588.0,,10277.0,
2524004983,2024,589116.0,,-147279.0,
2524004983,2025,218168.0,,-72723.0,
2524004983,2021,21209.0,85.0,-5302.0,15992.0
2524004983,2023,266510.0,,-66628.0,
2524004983,2022,62674.0,0.0,-15668.0,47006.0
7839089926,2022,-181.0,,0.0,
7839089926,2021,4.0,,-2479.0,
7716891174,2022,1053.0,732.0,-267.0,1518.0
7716891174,2021,6291.0,362.0,-1573.0,5080.0
7716891174,2025,26374.0,1059.0,-10002.0,17431.0
7716891174,2024,756.0,,-304.0,
7716891174,2023,177.0,0.0,-362.0,-185.0
9102270411,2023,5250.0,,1602.0,
9102270411,2021,443.0,,38.0,
9102270411,2022,854.0,,160.0,
9102270411,2024,5372.0,,1231.0,
5027226445,2023,76565.0,,-19279.0,
5027226445,2022,159470.0,,-40060.0,
5027226445,2025,33218.0,,-11084.0,
5027226445,2021,183295.0,,-59209.0,
5027226445,2024,26226.0,,-6701.0,
7743221700,2022,46.0,,11.0,
7743221700,2021,40.0,,10.0,
7743221700,2023,20.0,,5.0,
2721238010,2022,4811.0,66.0,-1228.0,3649.0
2721238010,2023,1460.0,467.0,-2521.0,-594.0
2721238010,2025,-2094.0,391.0,,
2721238010,2024,12904.0,873.0,-3119.0,10658.0
2721238010,2021,2129.0,,-1303.0,
7814676249,2022,0.0,,0.0,
7814676249,2023,,,,
7814676249,2021,371.0,,-692.0,
608043495,2022,33147.0,,762.0,
608043495,2021,4571.0,,762.0,
608043495,2023,16715.0,,0.0,
7733008229,2024,1284.0,105.0,774.0,2163.0
