name,subject_type,category,ogrn,inn,activity,region,district,city,settlement,new_subject,date_inclusion,date_exclusion,phone,email,www,has_license,has_contracts,innovative_production,partnership_program,social_enterprise,employees
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТСТРОЙМОНТАЖ""",Юридическое лицо,Малое предприятие,1183668011988,3662261024,41.20 Строительство жилых и нежилых зданий,36 - Воронежская область,,г Воронеж,,False,2018-04-10,,,,,False,False,False,False,False,4
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЭКС""",Юридическое лицо,Малое предприятие,1155476041236,5406582302,41.20 Строительство жилых и нежилых зданий,54 - Новосибирская область,,г Новосибирск,,False,2017-08-10,,,,,True,False,False,False,False,43
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФИНИТИ""",Юридическое лицо,Малое предприятие,5077746848515,7735530590,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,г Зеленоград,,False,2016-08-01,,,,,False,False,False,False,False,32
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФИНИТИ""",Юридическое лицо,Малое предприятие,1137746962957,7702824788,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,17
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФО ТЕХ""",Юридическое лицо,Малое предприятие,5157746180433,7733263469,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,33
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМ-АЛЬЯНС""",Юридическое лицо,Малое предприятие,1037701913941,7701340551,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,True,False,False,False,False,25
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОСТРОЙ""",Юридическое лицо,Малое предприятие,1183850002225,3811452395,41.20 Строительство жилых и нежилых зданий,38 - Иркутская область,,г Иркутск,,False,2018-02-10,,,,,False,False,False,False,False,35
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИР-МОНТАЖ""",Юридическое лицо,Малое предприятие,1117746585945,7720723736,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-08-10,,,,,False,False,False,False,False,26
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРАФТРАНССТРОЙ""",Юридическое лицо,Среднее предприятие,1101512000380,1512015210,41.20 Строительство жилых и нежилых зданий,15 - Республика Северная Осетия - Алания,Пригородный р-н,,с Нижняя Саниба,False,2016-08-01,,,,,True,False,False,False,False,14
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРБИС""",Юридическое лицо,Малое предприятие,1206900014705,6912012621,41.20 Строительство жилых и нежилых зданий,69 - Тверская область,,г Нелидово,,False,2021-01-10,,,,,False,False,False,False,False,13
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРБИС""",Юридическое лицо,Малое предприятие,1191690103846,1655429709,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2020-01-10,,,,,False,False,False,False,False,24
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРБИС""",Юридическое лицо,Малое предприятие,1192375085363,2364018907,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,,г Краснодар,,False,2020-01-10,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРИС""",Юридическое лицо,Малое предприятие,1142509000578,2524142800,41.20 Строительство жилых и нежилых зданий,25 - Приморский край,Партизанский р-н,,с Екатериновка,False,2016-08-01,,,,,False,False,False,False,False,14
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРИСТОН""",Юридическое лицо,Малое предприятие,1197746629607,9702008825,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2024-04-10,,,,,False,False,False,False,False,
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРК-КУМУТ""",Юридическое лицо,Среднее предприятие,1130280069457,274182271,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,,ГОРОД НОВОРОССИЙСК,,False,2016-08-01,,,,,False,False,False,False,False,14
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКТЕХ""",Юридическое лицо,Малое предприятие,1153850043600,3808192080,41.20 Строительство жилых и нежилых зданий,38 - Иркутская область,,г Иркутск,,False,2016-08-01,,,,,True,False,False,False,False,35
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТ СК""",Юридическое лицо,Малое предприятие,1143850012118,3810336780,41.20 Строительство жилых и нежилых зданий,38 - Иркутская область,,г Иркутск,,False,2016-08-01,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТСКИЕ БУРОВЫЕ РАБОТЫ""",Юридическое лицо,Малое предприятие,1123850017257,3808223645,41.20 Строительство жилых и нежилых зданий,38 - Иркутская область,,г Иркутск,,False,2016-08-01,,,,,False,False,False,False,False,13
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРСТРОЙ-ИНВЕСТ""",Юридическое лицо,Малое предприятие,1071515014746,1515912458,41.20 Строительство жилых и нежилых зданий,15 - Республика Северная Осетия - Алания,,г Владикавказ,,False,2016-08-01,,,,,False,False,False,False,False,110
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСБ""",Юридическое лицо,Малое предприятие,1187746934803,7703467472,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2018-12-10,,,,,False,False,False,False,False,21
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСВ""",Юридическое лицо,Малое предприятие,1207700040371,9725028948,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2020-03-10,,,,,False,False,False,False,False,22
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСВЕНТ""",Юридическое лицо,Малое предприятие,1085001004098,5001069967,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Балашиха,,False,2016-08-01,,,,,True,False,False,False,False,31
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСИДА""",Юридическое лицо,Малое предприятие,1226100007473,6167203023,41.20 Строительство жилых и нежилых зданий,61 - Ростовская область,,г Ростов-на-Дону,,False,2022-04-10,,,,,False,False,False,False,False,17
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСК ""ЭНЕРГОПРОМСТРОЙ""",Юридическое лицо,Малое предприятие,1161690054900,1658187254,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2016-08-01,,,,,True,False,False,False,False,18
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКОМ""",Юридическое лицо,Малое предприятие,1174501004897,4501215580,41.20 Строительство жилых и нежилых зданий,45 - Курганская область,,г Курган,,False,2017-08-10,,,,,False,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКРА""",Юридическое лицо,Малое предприятие,1176658005215,6671065705,41.20 Строительство жилых и нежилых зданий,66 - Свердловская область,,г Екатеринбург,,False,2017-02-10,,,,,False,False,False,False,False,11
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКРА""",Юридическое лицо,Малое предприятие,1220200004430,276967532,41.20 Строительство жилых и нежилых зданий,02 - Республика Башкортостан,,г Уфа,,False,2022-03-10,,,,,True,False,False,False,False,37
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСМ-ГРУПП""",Юридическое лицо,Малое предприятие,1117746559534,7733772917,41.20 Строительство жилых и нежилых зданий,50 - Московская область,Истра г,,д Павловское,False,2016-08-01,,,,,False,False,False,False,False,0
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСМ-ИНВЕСТ""",Юридическое лицо,Малое предприятие,1136455001176,6455058171,41.20 Строительство жилых и нежилых зданий,64 - Саратовская область,,г Саратов,,False,2016-08-01,,,,,False,False,False,False,False,10
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСП-ГРУПП""",Юридическое лицо,Малое предприятие,1177746141682,9729057611,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-03-10,,,,,False,False,False,False,False,9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСТОК-СТРОЙ""",Юридическое лицо,Малое предприятие,1135257005872,5257140785,41.20 Строительство жилых и нежилых зданий,52 - Нижегородская область,,г Нижний Новгород,,False,2016-08-01,,,,,True,False,False,False,False,1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТ-ГРУПП""",Юридическое лицо,Малое предприятие,1127746365999,7716715980,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Люберцы,,False,2016-08-01,,,,,True,False,False,False,False,32
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТАЛРЕДЖИС КОНСТРАКШНС""",Юридическое лицо,Малое предприятие,1167746523900,7722365638,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,12
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТК-СЕТИ""",Юридическое лицо,Малое предприятие,1045007550697,5038042760,41.20 Строительство жилых и нежилых зданий,50 - Московская область,Пушкино г,,,False,2017-08-10,,,,,True,False,False,False,False,59
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТРКС""",Юридическое лицо,Малое предприятие,1167746787944,7704369069,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-09-10,,,,,False,False,False,False,False,26
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТС-СТРОЙ""",Юридическое лицо,Малое предприятие,5167746243506,7733304309,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-11-10,,,,,False,False,False,False,False,32
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТС""",Юридическое лицо,Среднее предприятие,1092468003110,2465218282,41.20 Строительство жилых и нежилых зданий,24 - Красноярский край,,г Красноярск,,False,2016-08-01,,,,,True,False,False,False,False,100
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТС""",Юридическое лицо,Малое предприятие,1145027011326,5027211181,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,True,False,False,False,False,3
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТЦ КОНВЕН""",Юридическое лицо,Малое предприятие,1037700002416,7722193450,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,62
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЧАЛКОВСКАЯ ДСПМК""",Юридическое лицо,Малое предприятие,1041304001122,1310087050,41.20 Строительство жилых и нежилых зданий,13 - Республика Мордовия,Ичалковский р-н,,п/ст Оброчное,False,2016-08-01,,,,,True,False,False,False,False,38
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-ИНДАСТРИАЛ ГРУПП""",Юридическое лицо,Малое предприятие,1147746526036,7729771766,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,11
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-РЕСУРС СЕВЕРО-ЗАПАД""",Юридическое лицо,Малое предприятие,1079847022991,7806352265,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2016-08-01,,,,,True,False,False,False,False,8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-СЕРВИС""",Юридическое лицо,Малое предприятие,1180280012010,276930797,41.20 Строительство жилых и нежилых зданий,02 - Республика Башкортостан,,г Уфа,,False,2018-03-10,,,,,False,False,False,False,False,15
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-СТРОЙ""",Юридическое лицо,Малое предприятие,1172468018887,2465162618,41.20 Строительство жилых и нежилых зданий,24 - Красноярский край,,г Красноярск,,False,2017-04-10,,,,,False,False,False,False,False,10
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-СТРОЙ""",Юридическое лицо,Малое предприятие,1167847252385,7801311089,41.20 Строительство жилых и нежилых зданий,78 - г.Санкт-Петербург,,,,False,2016-08-01,,,,,False,False,False,False,False,8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-СТРОЙ""",Юридическое лицо,Малое предприятие,1163926074333,3918013055,41.20 Строительство жилых и нежилых зданий,71 - Тульская область,,г Тула,,False,2016-09-10,,,,,False,False,False,False,False,29
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-СТРОЙ""",Юридическое лицо,Малое предприятие,1143256009588,3257019182,41.20 Строительство жилых и нежилых зданий,32 - Брянская область,,г Брянск,,False,2020-11-10,,,,,False,False,False,False,False,27
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К7""",Юридическое лицо,Малое предприятие,1205000059692,5047241949,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Химки,,False,2020-08-10,,,,,False,False,False,False,False,9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАВЖИЛСТРОЙ - 1""",Юридическое лицо,Малое предприятие,1040700301025,702722832,41.20 Строительство жилых и нежилых зданий,07 - Кабардино-Балкарская Республика,Зольский р-н,,с Малка,False,2016-08-01,,,,,True,False,False,False,False,70
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАВКАЗ ИНВЕСТ СТРОЙ""",Юридическое лицо,Малое предприятие,1092301001517,2301071520,41.20 Строительство жилых и нежилых зданий,23 - Краснодарский край,Анапский р-н,,с Сукко,False,2017-08-10,,,,,False,False,False,False,False,5
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАДКОМ""",Юридическое лицо,Малое предприятие,1172724017597,2703094503,41.20 Строительство жилых и нежилых зданий,27 - Хабаровский край,,г Комсомольск-на-Амуре,,False,2017-07-10,,,,,False,False,False,False,False,47
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗАНЬ - КАПИТАЛЬНОЕ СТРОИТЕЛЬСТВО""",Юридическое лицо,Малое предприятие,1081690012557,1657073776,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2016-08-01,,,,,False,False,False,False,False,2
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗСТРОЙ""",Юридическое лицо,Среднее предприятие,1171690044976,1659181826,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-06-10,,,,,False,False,False,False,False,14
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗЭНЕРГО-СТРОЙ""",Юридическое лицо,Малое предприятие,1191690011688,1658215511,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2019-03-10,,,,,False,False,False,False,False,30
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЙДЗЕНГРУПП""",Юридическое лицо,Малое предприятие,1217700014840,9719011311,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2021-02-10,,,,,False,False,False,False,False,9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЛИНИНГРАДСКОЕ МОНТАЖНОЕ УПРАВЛЕНИЕ СЕВЗАПЭНЕРГОМОНТАЖ""",Юридическое лицо,Малое предприятие,1163926055688,3906982224,41.20 Строительство жилых и нежилых зданий,39 - Калининградская область,,г Калининград,,False,2016-08-01,,,,,False,False,False,False,False,5
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЛИНКА ХАУС""",Юридическое лицо,Малое предприятие,1157232040624,7203362087,41.20 Строительство жилых и нежилых зданий,72 - Тюменская область,,г Тюмень,,False,2016-08-01,,,,,False,False,False,False,False,17
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЛИПСО""",Юридическое лицо,Малое предприятие,5177746064128,9709013119,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2017-11-10,,,,,False,False,False,False,False,9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМА-СЕРВИС""",Юридическое лицо,Малое предприятие,1111674004474,1646031380,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),Елабужский р-н,г Елабуга,,False,2016-08-01,,,,,False,False,False,False,False,22
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМАСПЕЦСТРОЙ""",Юридическое лицо,Малое предприятие,1151651000984,1651074220,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),Нижнекамский р-н,г Нижнекамск,,False,2016-08-01,,,,,False,False,False,False,False,20
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМАСПЕЦСТРОЙ""",Юридическое лицо,Малое предприятие,1141841000080,1841038639,41.20 Строительство жилых и нежилых зданий,18 - Удмуртская Республика,,г Ижевск,,False,2016-08-01,,,,,True,False,False,False,False,0
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМАСТРОЙ""",Юридическое лицо,Среднее предприятие,1105919000604,5919012756,41.20 Строительство жилых и нежилых зданий,59 - Пермский край,,г Соликамск,,False,2023-01-10,,,,,True,False,False,False,False,12
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМАХИМТРЕЙД""",Юридическое лицо,Малое предприятие,1081651002179,1651054907,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2016-08-01,,,,,False,False,False,False,False,17
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМАЭНЕРГОМОНТАЖ""",Юридическое лицо,Малое предприятие,1150280049325,264070988,41.20 Строительство жилых и нежилых зданий,02 - Республика Башкортостан,,г Уфа,,False,2016-08-01,,,,,False,False,False,False,False,29
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМАЭНЕРГОСТРОЙ""",Юридическое лицо,Малое предприятие,1145958002960,5905995640,41.20 Строительство жилых и нежилых зданий,59 - Пермский край,,г Пермь,,False,2016-08-01,,,,,False,False,False,False,False,13
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМЕННЫЙ ВЕК""",Юридическое лицо,Малое предприятие,1057746794665,7706577473,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,14
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАММОНТАЖСТРОЙ""",Юридическое лицо,Малое предприятие,1151650020610,1650320730,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Набережные Челны,,False,2016-08-01,,,,,False,False,False,False,False,79
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМСКАЯ ПРОМЫШЛЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Юридическое лицо,Среднее предприятие,1141650022700,1650298812,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Набережные Челны,,False,2016-08-01,,,,,True,False,False,False,False,156
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМСТРОЙ-НЧ""",Юридическое лицо,Малое предприятие,1161690125618,1650333908,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Набережные Челны,,False,2016-08-01,,,,,False,False,False,False,False,79
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМСТРОЙ""",Юридическое лицо,Малое предприятие,5087746294125,7706699898,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМТЕХСТРОЙ-НК""",Юридическое лицо,Среднее предприятие,1151650015659,1650315673,41.20 Строительство жилых и нежилых зданий,16 - Республика Татарстан (Татарстан),,г Казань,,False,2016-08-01,,,,,False,False,False,False,False,93
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМЧАТГЭССТРОЙ""",Юридическое лицо,Среднее предприятие,1144101002770,4101163993,41.20 Строительство жилых и нежилых зданий,41 - Камчатский край,,г Петропавловск-Камчатский,,False,2016-08-01,,,,,False,False,False,False,False,137
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМЧАТСКИЙ МОСТООТРЯД""",Юридическое лицо,Малое предприятие,1114177001190,4105039556,41.20 Строительство жилых и нежилых зданий,41 - Камчатский край,Елизовский р-н,,п Новый,False,2016-08-01,,,,,False,False,False,False,False,39
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНДАЛАКШСКАЯ ПЕРЕРАБАТЫВАЮЩАЯ КОМПАНИЯ""",Юридическое лицо,Малое предприятие,1135102000296,5102046437,41.20 Строительство жилых и нежилых зданий,51 - Мурманская область,Кандалакшский р-н,г Кандалакша,,False,2016-08-01,,,,,False,False,False,False,False,36
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНСОН""",Юридическое лицо,Малое предприятие,1145027010985,5027210830,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,True,False,False,False,False,18
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНСТРОЙ СЕВЕРО-ЗАПАД""",Юридическое лицо,Малое предприятие,1122932000839,2902072769,41.20 Строительство жилых и нежилых зданий,29 - Архангельская область,,г Северодвинск,,False,2016-08-01,,,,,False,False,False,False,False,54
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНСТРОЙ""",Юридическое лицо,Малое предприятие,1030400556867,403004590,41.20 Строительство жилых и нежилых зданий,04 - Республика Алтай,Усть-Канский р-н,,с Усть-Кан,False,2016-09-10,,,,,False,False,False,False,False,13
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНЪЯР КОНСТРАКШН""",Юридическое лицо,Малое предприятие,1167746742680,7714403495,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,25
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛ ГРУПП""",Юридическое лицо,Малое предприятие,1216600010406,6671144347,41.20 Строительство жилых и нежилых зданий,66 - Свердловская область,,г Екатеринбург,,False,2021-03-10,,,,,False,False,False,False,False,37
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛ ГРУПП""",Юридическое лицо,Малое предприятие,1097746835977,7719739763,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,True,False,False,False,False,11
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛ ГРУПП""",Юридическое лицо,Малое предприятие,1137746138947,7704828107,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2016-08-01,,,,,False,False,False,False,False,37
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛ КОМПАНИ""",Юридическое лицо,Малое предприятие,5177746152491,9701093264,41.20 Строительство жилых и нежилых зданий,77 - г.Москва,,,,False,2024-04-10,,,,,False,False,False,False,False,
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛ СТРОЙ""",Юридическое лицо,Малое предприятие,1155024001593,5024152379,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Красногорск,,False,2016-08-01,,,,,False,False,False,False,False,16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛ СТРОЙ""",Юридическое лицо,Малое предприятие,1140280025270,276157094,41.20 Строительство жилых и нежилых зданий,02 - Республика Башкортостан,,г Уфа,,False,2016-08-01,,,,,False,False,False,False,False,32
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛ-СТРОЙ""",Юридическое лицо,Малое предприятие,1065040042242,5040074664,41.20 Строительство жилых и нежилых зданий,50 - Московская область,,г Раменское,д Юрово,False,2016-08-01,,,,,True,False,False,False,False,17
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАПИТАЛ-СТРОЙ""",Юридическое лицо,Малое предприятие,1077451028379,7451258333,41.20 Строительство жилых и нежилых зданий,74 - Челябинская область,,г Челябинск,,False,2016-08-01,,,,,False,False,False,False,False,28
